Unnamed: 0,EventName,RoundNumber,eventYear,Team,Compound,Driver,Stint,bestPreRaceTime,bestLapTimeIsFrom,meanAirTemp,meanTrackTemp,meanHumid,Rainfall,GridPosition,Position,raceStintsNums,TyreAge,lapNumberAtBeginingOfStint,StintLen,CircuitLength,designedLaps,fuel_slope,fuel_bias,deg_slope,deg_bias,lag_slope_mean,lag_bias_mean
0,Abu Dhabi Grand Prix,17,2020,Alfa Romeo Racing,HARD,GIO,2.0,97.066,Qualifying,22.59629629629629,26.06296296296296,61.65185185185184,0.0,14.0,16.0,2.0,1.0,28.0,27.0,5.554,55,-0.1093209876543207,105.8906296296296,0.0565836070959259,100.6073810775296,-0.0103058282320222,103.47980474808492
1,Abu Dhabi Grand Prix,17,2020,Alfa Romeo Racing,HARD,RAI,2.0,97.555,Qualifying,22.893023255813947,26.581395348837216,58.38139534883721,0.0,15.0,12.0,2.0,1.0,12.0,43.0,5.554,55,0.0050000000000018,105.237,-0.0771952635599703,106.35222841864024,-0.0103058282320222,103.47980474808492
2,Abu Dhabi Grand Prix,17,2020,Alfa Romeo Racing,MEDIUM,GIO,1.0,97.066,Qualifying,23.44074074074074,28.00740740740741,52.51111111111112,0.0,14.0,16.0,1.0,1.0,1.0,27.0,5.554,55,-0.1093209876543207,105.8906296296296,-0.365247467438495,116.7067001447178,-0.0103058282320222,103.47980474808492
3,Abu Dhabi Grand Prix,17,2020,Alfa Romeo Racing,MEDIUM,RAI,1.0,97.555,Qualifying,23.56,28.880000000000003,51.65999999999999,0.0,15.0,12.0,1.0,1.0,1.0,10.0,5.554,55,0.0050000000000018,105.237,0.216799999999986,104.27310000000008,-0.0742237337192545,110.48990007235896
4,Abu Dhabi Grand Prix,17,2020,Alfa Romeo Racing,MEDIUM,RAI,2.0,97.555,Qualifying,23.4,27.9,51.7,0.0,15.0,12.0,2.0,1.0,11.0,1.0,5.554,55,0.0050000000000018,105.237,-0.0771952635599703,106.35222841864024,-0.0742237337192545,110.48990007235896
5,Abu Dhabi Grand Prix,17,2020,AlphaTauri,HARD,GAS,2.0,96.242,Qualifying,22.89777777777777,26.59777777777777,58.27999999999999,0.0,9.0,8.0,2.0,1.0,11.0,45.0,5.554,55,0.0140277777777769,104.43225,-0.0470738592843851,105.0468376189955,-0.0742237337192545,110.48990007235896
6,Abu Dhabi Grand Prix,17,2020,AlphaTauri,HARD,KVY,2.0,95.963,Qualifying,22.909090909090903,26.60909090909092,58.2090909090909,0.0,7.0,11.0,2.0,1.0,11.0,44.0,5.554,55,1.2404000000000002,100.77346666666668,-0.0631427296234637,105.85363858878542,-0.0551082944539244,105.45023810389046
7,Abu Dhabi Grand Prix,17,2020,AlphaTauri,SOFT,GAS,1.0,96.242,Qualifying,23.56,28.910000000000004,51.65,0.0,9.0,8.0,1.0,4.0,1.0,10.0,5.554,55,0.0140277777777769,104.43225,0.1134999999999859,103.8905000000001,-0.0551082944539244,105.45023810389046
8,Abu Dhabi Grand Prix,17,2020,AlphaTauri,SOFT,KVY,1.0,95.963,Qualifying,23.56,28.910000000000004,51.65,0.0,7.0,11.0,1.0,4.0,1.0,10.0,5.554,55,1.2404000000000002,100.77346666666668,0.0831999999999972,104.2139,0.0983499999999915,104.05220000000006
9,Abu Dhabi Grand Prix,17,2020,Ferrari,HARD,LEC,2.0,95.881,Qualifying,22.709375,26.209375,60.590625,0.0,12.0,13.0,2.0,1.0,23.0,32.0,5.554,55,-0.1104545454545461,105.45803030303033,0.0112465203426137,102.56083940042816,0.0983499999999915,104.05220000000006
10,Abu Dhabi Grand Prix,17,2020,Ferrari,HARD,VET,1.0,96.631,Qualifying,23.311428571428568,27.685714285714287,54.19714285714287,0.0,13.0,14.0,1.0,1.0,1.0,35.0,5.554,55,-0.0621904761904767,105.09090476190474,-0.0362393884892089,105.13808651079138,0.0983499999999915,104.05220000000006
11,Abu Dhabi Grand Prix,17,2020,Ferrari,MEDIUM,LEC,1.0,95.881,Qualifying,23.477272727272723,28.236363636363635,51.877272727272725,0.0,12.0,13.0,1.0,4.0,1.0,22.0,5.554,55,-0.1104545454545461,105.45803030303033,0.1352611464968169,107.16758193398952,0.0983499999999915,104.05220000000006
12,Abu Dhabi Grand Prix,17,2020,Ferrari,MEDIUM,VET,2.0,96.631,Qualifying,22.50526315789474,25.831578947368417,62.09473684210526,0.0,13.0,14.0,2.0,1.0,36.0,19.0,5.554,55,-0.0621904761904767,105.09090476190474,0.0898383838383836,98.92649494949497,0.0983499999999915,104.05220000000006
13,Abu Dhabi Grand Prix,17,2020,Haas F1 Team,HARD,FIT,2.0,98.173,Qualifying,23.2125,27.229166666666668,55.23749999999999,0.0,17.0,19.0,2.0,1.0,11.0,24.0,5.554,55,-0.0815489536621835,107.03917526158446,-0.0574367647058814,106.9438264705882,0.0983499999999915,104.05220000000006
14,Abu Dhabi Grand Prix,17,2020,Haas F1 Team,HARD,MAG,1.0,97.863,Qualifying,23.36774193548387,27.835483870967742,53.53225806451613,0.0,20.0,18.0,1.0,1.0,1.0,31.0,5.554,55,-0.0928957968476352,106.44164477524808,-0.3130851501977584,114.60559552838886,0.0983499999999915,104.05220000000006
15,Abu Dhabi Grand Prix,17,2020,Haas F1 Team,MEDIUM,FIT,1.0,98.173,Qualifying,23.55,28.880000000000003,51.73,0.0,17.0,19.0,1.0,1.0,1.0,10.0,5.554,55,-0.0815489536621835,107.03917526158446,0.1859999999999872,105.40666666666674,0.0983499999999915,104.05220000000006
16,Abu Dhabi Grand Prix,17,2020,Haas F1 Team,MEDIUM,FIT,3.0,98.173,Qualifying,22.6,25.992857142857144,61.84285714285714,0.0,17.0,19.0,3.0,1.0,35.0,14.0,5.554,55,-0.0815489536621835,107.03917526158446,0.2348131067961158,95.27287621359224,0.0983499999999915,104.05220000000006
17,Abu Dhabi Grand Prix,17,2020,Haas F1 Team,MEDIUM,MAG,2.0,97.863,Qualifying,22.64375,26.11875,61.6625,0.0,20.0,18.0,2.0,1.0,32.0,16.0,5.554,55,-0.0928957968476352,106.44164477524808,0.4558407821229105,86.25715921787686,0.0983499999999915,104.05220000000006
18,Abu Dhabi Grand Prix,17,2020,Haas F1 Team,MEDIUM,MAG,3.0,97.863,Qualifying,22.31428571428572,25.5,62.642857142857146,0.0,20.0,18.0,3.0,1.0,48.0,7.0,5.554,55,-0.0928957968476352,106.44164477524808,0.4558407821229105,86.25715921787686,0.0983499999999915,104.05220000000006
19,Abu Dhabi Grand Prix,17,2020,Haas F1 Team,SOFT,FIT,4.0,98.173,Qualifying,22.3,25.44,62.74000000000001,0.0,17.0,19.0,4.0,1.0,49.0,5.0,5.554,55,-0.0928957968476352,106.44164477524808,0.4558407821229105,86.25715921787686,0.0983499999999915,104.05220000000006
20,Abu Dhabi Grand Prix,17,2020,McLaren,HARD,NOR,2.0,95.497,Qualifying,22.90444444444444,26.61111111111111,58.28222222222221,0.0,4.0,5.0,2.0,1.0,11.0,45.0,5.554,55,-0.0349166666666666,104.03675,-0.0316081628186886,103.90766582777108,0.0983499999999915,104.05220000000006
21,Abu Dhabi Grand Prix,17,2020,McLaren,HARD,SAI,2.0,95.815,Qualifying,22.90444444444444,26.608888888888885,58.28222222222222,0.0,6.0,6.0,2.0,1.0,11.0,45.0,5.554,55,-0.0286666666666641,104.415,-0.0452759601706961,104.43120483641532,-0.0384420614946923,104.1694353320932
22,Abu Dhabi Grand Prix,17,2020,McLaren,MEDIUM,SAI,1.0,95.815,Qualifying,23.56,28.910000000000004,51.65,0.0,6.0,6.0,1.0,4.0,1.0,10.0,5.554,55,-0.0286666666666641,104.415,0.1500999999999849,103.66370000000012,-0.0384420614946923,104.1694353320932
23,Abu Dhabi Grand Prix,17,2020,McLaren,SOFT,NOR,1.0,95.497,Qualifying,23.56,28.910000000000004,51.65,0.0,4.0,5.0,1.0,4.0,1.0,10.0,5.554,55,-0.0349166666666666,104.03675,0.3813999999999942,102.46480000000004,-0.0384420614946923,104.1694353320932
24,Abu Dhabi Grand Prix,17,2020,Mercedes,HARD,BOT,2.0,95.271,Qualifying,22.90666666666666,26.620000000000008,58.23777777777779,0.0,2.0,2.0,2.0,1.0,11.0,45.0,5.554,55,-0.0765000000000011,102.90550000000002,0.0026185395922226,101.67351019440498,-0.0384420614946923,104.1694353320932
25,Abu Dhabi Grand Prix,17,2020,Mercedes,HARD,HAM,2.0,95.332,Qualifying,22.90666666666666,26.617777777777786,58.24222222222223,0.0,3.0,3.0,2.0,1.0,11.0,45.0,5.554,55,-0.0888888888888907,103.38733333333336,0.0098843418317105,101.52417441733228,0.0062514407119666,101.59884230586864
26,Abu Dhabi Grand Prix,17,2020,Mercedes,MEDIUM,BOT,1.0,95.271,Qualifying,23.56,28.93,51.63,0.0,2.0,2.0,1.0,4.0,1.0,10.0,5.554,55,-0.0765000000000011,102.90550000000002,-0.0029000000000051,102.7192,0.0062514407119666,101.59884230586864
27,Abu Dhabi Grand Prix,17,2020,Mercedes,MEDIUM,HAM,1.0,95.332,Qualifying,23.56,28.93,51.60999999999999,0.0,3.0,3.0,1.0,4.0,1.0,10.0,5.554,55,-0.0888888888888907,103.38733333333336,-0.0214000000000072,103.17720000000006,-0.0121500000000061,102.94820000000004
28,Abu Dhabi Grand Prix,17,2020,Racing Point,HARD,PER,1.0,96.034,Qualifying,23.525,29.0375,51.8125,0.0,19.0,20.0,1.0,1.0,1.0,8.0,5.554,55,-0.0888888888888907,103.38733333333336,-0.7495000000000048,107.68450000000006,-0.0121500000000061,102.94820000000004
29,Abu Dhabi Grand Prix,17,2020,Racing Point,HARD,STR,2.0,96.046,Qualifying,22.89777777777777,26.58888888888889,58.26888888888888,0.0,8.0,10.0,2.0,1.0,11.0,45.0,5.554,55,0.006750000000001,104.53341666666668,-0.0476657388272683,105.27442604698248,-0.0121500000000061,102.94820000000004
30,Abu Dhabi Grand Prix,17,2020,Racing Point,SOFT,STR,1.0,96.046,Qualifying,23.56,28.910000000000004,51.65,0.0,8.0,10.0,1.0,4.0,1.0,10.0,5.554,55,0.006750000000001,104.53341666666668,0.0584999999999949,104.27350000000004,-0.0121500000000061,102.94820000000004
31,Abu Dhabi Grand Prix,17,2020,Red Bull Racing,HARD,ALB,2.0,95.571,Qualifying,22.908888888888885,26.61111111111112,58.24888888888889,0.0,5.0,4.0,2.0,1.0,11.0,45.0,5.554,55,-0.1197222222222227,104.37450000000004,-0.0213328591749636,102.60479943100992,-0.0121500000000061,102.94820000000004
32,Abu Dhabi Grand Prix,17,2020,Red Bull Racing,HARD,VER,2.0,95.246,Qualifying,22.911111111111104,26.62888888888889,58.20444444444445,0.0,1.0,1.0,2.0,1.0,11.0,45.0,5.554,55,-0.0908333333333322,102.70883333333336,0.0086319072108546,101.19938341175184,-0.0063504759820545,101.90209142138087
33,Abu Dhabi Grand Prix,17,2020,Red Bull Racing,MEDIUM,VER,1.0,95.246,Qualifying,23.56,28.93,51.620000000000005,0.0,1.0,1.0,1.0,4.0,1.0,10.0,5.554,55,-0.0908333333333322,102.70883333333336,0.051299999999995,102.29660000000004,-0.0063504759820545,101.90209142138087
34,Abu Dhabi Grand Prix,17,2020,Red Bull Racing,SOFT,ALB,1.0,95.571,Qualifying,23.56,28.910000000000004,51.65,0.0,5.0,4.0,1.0,4.0,1.0,10.0,5.554,55,-0.1197222222222227,104.37450000000004,-0.3276000000000035,105.38280000000005,-0.0063504759820545,101.90209142138087
35,Abu Dhabi Grand Prix,17,2020,Renault,HARD,OCO,2.0,96.359,Qualifying,22.89555555555555,26.58666666666667,58.30888888888888,0.0,10.0,9.0,2.0,1.0,11.0,45.0,5.554,55,1.2474999999999967,100.99750000000004,-0.0526661943319842,105.47126599190284,-0.0063504759820545,101.90209142138087
36,Abu Dhabi Grand Prix,17,2020,Renault,HARD,RIC,1.0,96.406,Qualifying,23.26153846153845,27.54615384615385,54.90256410256411,0.0,11.0,7.0,1.0,1.0,1.0,39.0,5.554,55,-0.0673504273504282,104.98938461538462,-0.0800915871448965,105.0946768673906,-0.0063504759820545,101.90209142138087
37,Abu Dhabi Grand Prix,17,2020,Renault,MEDIUM,OCO,1.0,96.359,Qualifying,23.56,28.910000000000004,51.65,0.0,10.0,9.0,1.0,1.0,1.0,10.0,5.554,55,1.2474999999999967,100.99750000000004,0.2137999999999953,103.89510000000004,-0.0063504759820545,101.90209142138087
38,Abu Dhabi Grand Prix,17,2020,Renault,MEDIUM,RIC,2.0,96.406,Qualifying,22.45,25.7375,62.31875,0.0,11.0,7.0,2.0,1.0,40.0,16.0,5.554,55,-0.0673504273504282,104.98938461538462,0.0086272727272725,101.41470909090908,-0.0063504759820545,101.90209142138087
39,Abu Dhabi Grand Prix,17,2020,Williams,HARD,LAT,2.0,98.443,Qualifying,23.191666666666663,27.175,55.6,0.0,18.0,17.0,2.0,1.0,12.0,24.0,5.554,55,-0.1016589392342805,107.18140358271862,-0.0942696078431393,107.5244460784314,-0.0063504759820545,101.90209142138087
40,Abu Dhabi Grand Prix,17,2020,Williams,HARD,RUS,2.0,98.045,Qualifying,22.89999999999999,26.61136363636364,58.26818181818183,0.0,16.0,15.0,2.0,1.0,11.0,44.0,5.554,55,-0.0755897435897403,106.4284358974359,-0.0339402147780093,105.46540956082706,-0.0641049113105743,106.49492781962924
41,Abu Dhabi Grand Prix,17,2020,Williams,MEDIUM,LAT,1.0,98.443,Qualifying,23.536363636363635,28.79090909090909,51.72727272727273,0.0,18.0,17.0,1.0,1.0,1.0,11.0,5.554,55,-0.1016589392342805,107.18140358271862,-0.0624999999999915,106.9706666666666,-0.0641049113105743,106.49492781962924
42,Abu Dhabi Grand Prix,17,2020,Williams,MEDIUM,LAT,3.0,98.443,Qualifying,22.489473684210527,25.852631578947367,62.17894736842104,0.0,18.0,17.0,3.0,1.0,36.0,19.0,5.554,55,-0.1016589392342805,107.18140358271862,-0.005456043956045,103.1172857142858,-0.0641049113105743,106.49492781962924
43,Abu Dhabi Grand Prix,17,2020,Williams,MEDIUM,RUS,1.0,98.045,Qualifying,23.55,28.880000000000003,51.73,0.0,16.0,15.0,1.0,1.0,1.0,10.0,5.554,55,-0.0755897435897403,106.4284358974359,0.0316999999999955,106.00390000000002,-0.0153999999999979,106.4872833333333
44,Abu Dhabi Grand Prix,21,2018,Ferrari,SUPERSOFT,VET,2.0,95.125,Qualifying,30.135,32.0825,51.55,0.1,3.0,2.0,2.0,1.0,16.0,40.0,5.554,55,-0.1351944444444444,106.11916666666669,-0.0572044817927171,105.21401848739488,-0.0153999999999979,106.4872833333333
45,Abu Dhabi Grand Prix,21,2018,Ferrari,ULTRASOFT,RAI,1.0,95.365,Qualifying,32.57142857142857,34.471428571428575,37.785714285714285,0.0,4.0,19.0,1.0,5.0,1.0,7.0,5.554,55,-0.1351944444444444,106.11916666666669,-0.0572044817927171,105.21401848739488,-0.0153999999999979,106.4872833333333
46,Abu Dhabi Grand Prix,21,2018,Ferrari,ULTRASOFT,VET,1.0,95.125,Qualifying,32.806666666666665,34.413333333333334,37.16666666666667,0.0,3.0,2.0,1.0,4.0,1.0,15.0,5.554,55,-0.1351944444444444,106.11916666666669,0.1010000000000051,104.11699999999992,-0.0153999999999979,106.4872833333333
47,Abu Dhabi Grand Prix,21,2018,Haas F1 Team,HYPERSOFT,GRO,1.0,96.192,Qualifying,32.57142857142857,34.471428571428575,37.74285714285715,0.0,7.0,9.0,1.0,4.0,1.0,7.0,5.554,55,-0.1351944444444444,106.11916666666669,0.1010000000000051,104.11699999999992,-0.0153999999999979,106.4872833333333
48,Abu Dhabi Grand Prix,21,2018,Haas F1 Team,SUPERSOFT,GRO,2.0,96.192,Qualifying,30.62127659574469,32.44468085106383,49.08297872340426,0.0638297872340425,7.0,9.0,2.0,1.0,8.0,47.0,5.554,55,-0.1351944444444444,106.11916666666669,-0.0901711163913282,109.05935583453385,-0.0153999999999979,106.4872833333333
49,Abu Dhabi Grand Prix,21,2018,Haas F1 Team,SUPERSOFT,MAG,1.0,97.309,Qualifying,31.83658536585366,33.44146341463414,43.01219512195122,0.073170731707317,13.0,10.0,1.0,1.0,1.0,41.0,5.554,55,-0.0863859649122799,108.75731578947368,-0.131586668723963,109.77013016509798,-0.0153999999999979,106.4872833333333
50,Abu Dhabi Grand Prix,21,2018,Haas F1 Team,ULTRASOFT,MAG,2.0,97.309,Qualifying,27.892307692307693,30.415384615384617,62.01538461538461,0.0,13.0,10.0,2.0,1.0,42.0,13.0,5.554,55,-0.0863859649122799,108.75731578947368,-0.3562254098360596,121.92415573770464,-0.0153999999999979,106.4872833333333
51,Abu Dhabi Grand Prix,21,2018,McLaren,SUPERSOFT,ALO,2.0,97.743,Qualifying,28.940740740740736,31.25185185185185,57.08518518518519,0.074074074074074,15.0,11.0,2.0,1.0,28.0,27.0,5.554,55,-0.0696388888888896,108.06550000000004,-0.1010884227296864,109.3187076473712,-0.0153999999999979,106.4872833333333
52,Abu Dhabi Grand Prix,21,2018,McLaren,SUPERSOFT,VAN,1.0,98.577,Qualifying,32.09142857142857,33.58285714285713,41.74,0.0857142857142857,18.0,14.0,1.0,1.0,1.0,35.0,5.554,55,-0.0975000000000004,108.80833333333338,-0.0220958498023713,108.00709980237154,-0.0153999999999979,106.4872833333333
53,Abu Dhabi Grand Prix,21,2018,McLaren,ULTRASOFT,ALO,1.0,97.743,Qualifying,32.7962962962963,34.15185185185185,38.33703703703704,0.037037037037037,15.0,11.0,1.0,1.0,1.0,27.0,5.554,55,-0.0696388888888896,108.06550000000004,-0.0395558823529419,108.04985294117648,-0.0153999999999979,106.4872833333333
54,Abu Dhabi Grand Prix,21,2018,McLaren,ULTRASOFT,VAN,2.0,98.577,Qualifying,28.46315789473684,30.894736842105264,59.2842105263158,0.0,18.0,14.0,2.0,1.0,36.0,19.0,5.554,55,-0.0975000000000004,108.80833333333338,-0.091415384615385,108.94125714285714,-0.0153999999999979,106.4872833333333
55,Abu Dhabi Grand Prix,21,2018,Mercedes,SUPERSOFT,BOT,2.0,94.956,Qualifying,31.225,32.891666666666666,46.56666666666666,0.1666666666666666,2.0,5.0,2.0,1.0,17.0,24.0,5.554,55,-0.0814843897824031,105.63531283506784,-0.0528239700374567,105.2983445692885,-0.0153999999999979,106.4872833333333
56,Abu Dhabi Grand Prix,21,2018,Mercedes,SUPERSOFT,HAM,2.0,94.794,Qualifying,30.633333333333336,32.458333333333336,49.020833333333336,0.0833333333333333,1.0,1.0,2.0,1.0,8.0,48.0,5.554,55,-0.0814843897824031,105.63531283506784,-0.0725292962851094,105.99768166717,-0.0626766331612831,105.64801311822924
57,Abu Dhabi Grand Prix,21,2018,Mercedes,ULTRASOFT,BOT,1.0,94.956,Qualifying,32.825,34.40625,37.1125,0.0,2.0,5.0,1.0,4.0,1.0,16.0,5.554,55,-0.0814843897824031,105.63531283506784,-0.0984000000000046,106.09600000000002,-0.0626766331612831,105.64801311822924
58,Abu Dhabi Grand Prix,21,2018,Mercedes,ULTRASOFT,BOT,3.0,94.956,Qualifying,28.0,30.426666666666662,61.50666666666666,0.0,2.0,5.0,3.0,1.0,41.0,15.0,5.554,55,-0.0814843897824031,105.63531283506784,0.1242060606060605,97.35860606060608,-0.0626766331612831,105.64801311822924
59,Abu Dhabi Grand Prix,21,2018,Mercedes,ULTRASOFT,HAM,1.0,94.794,Qualifying,32.54285714285714,34.51428571428572,37.81428571428571,0.0,1.0,1.0,1.0,4.0,1.0,7.0,5.554,55,-0.0814843897824031,105.63531283506784,0.1242060606060605,97.35860606060608,-0.0626766331612831,105.64801311822924
60,Abu Dhabi Grand Prix,21,2018,Racing Point,HYPERSOFT,OCO,1.0,96.54,Qualifying,32.87222222222223,34.37777777777777,37.0,0.0,9.0,17.0,1.0,4.0,1.0,18.0,5.554,55,-0.6045555555555555,119.40433333333333,-2.6513811475409894,142.10123360655749,-0.0626766331612831,105.64801311822924
61,Abu Dhabi Grand Prix,21,2018,Racing Point,SUPERSOFT,OCO,2.0,96.54,Qualifying,30.9037037037037,32.63333333333333,48.096296296296295,0.1111111111111111,9.0,17.0,2.0,1.0,19.0,27.0,5.554,55,-0.6045555555555555,119.40433333333333,-0.1898701298701312,111.57060606060614,-0.0626766331612831,105.64801311822924
62,Abu Dhabi Grand Prix,21,2018,Racing Point,SUPERSOFT,PER,2.0,97.255,Qualifying,28.917241379310347,31.224137931034484,57.20344827586207,0.1034482758620689,14.0,8.0,2.0,1.0,27.0,29.0,5.554,55,-0.4717536231884043,118.38552173913038,-0.0718334782608697,107.20604768115946,-0.1308518040655004,109.3883268708828
63,Abu Dhabi Grand Prix,21,2018,Racing Point,ULTRASOFT,PER,1.0,97.255,Qualifying,32.85769230769231,34.22692307692307,37.87692307692308,0.0,14.0,8.0,1.0,1.0,1.0,26.0,5.554,55,-0.4717536231884043,118.38552173913038,-0.7576900994575064,120.39646225135624,-0.1308518040655004,109.3883268708828
64,Abu Dhabi Grand Prix,21,2018,Red Bull Racing,HYPERSOFT,RIC,2.0,95.401,Qualifying,27.4,28.3,65.2,0.0,5.0,4.0,2.0,34.0,49.0,1.0,5.554,55,-0.3768000000000013,116.97346666666664,-0.0210637254901954,103.75051470588232,-0.1308518040655004,109.3883268708828
65,Abu Dhabi Grand Prix,21,2018,Red Bull Racing,HYPERSOFT,VER,1.0,95.589,Qualifying,32.85882352941177,34.4,37.02352941176471,0.0,6.0,3.0,1.0,4.0,1.0,17.0,5.554,55,-0.7577857142857152,118.87804761904768,-2.9481557377049263,143.58141803278704,-0.1308518040655004,109.3883268708828
66,Abu Dhabi Grand Prix,21,2018,Red Bull Racing,SUPERSOFT,RIC,2.0,95.401,Qualifying,28.852380952380948,31.366666666666664,57.28095238095239,0.0,5.0,4.0,2.0,1.0,34.0,21.0,5.554,55,-0.3768000000000013,116.97346666666664,-0.0210637254901954,103.75051470588232,-0.1308518040655004,109.3883268708828
67,Abu Dhabi Grand Prix,21,2018,Red Bull Racing,SUPERSOFT,VER,2.0,95.589,Qualifying,29.978947368421046,31.963157894736835,52.352631578947374,0.1052631578947368,6.0,3.0,2.0,1.0,18.0,38.0,5.554,55,-0.7577857142857152,118.87804761904768,-0.0491062834224606,105.05559915329768,-0.035085004456328,104.40305692959
68,Abu Dhabi Grand Prix,21,2018,Red Bull Racing,ULTRASOFT,RIC,1.0,95.401,Qualifying,32.27272727272727,33.71818181818182,40.85454545454545,0.1212121212121212,5.0,4.0,1.0,5.0,1.0,33.0,5.554,55,-0.3768000000000013,116.97346666666664,-0.3568775433485245,112.77687369014612,-0.035085004456328,104.40305692959
69,Abu Dhabi Grand Prix,21,2018,Renault,HYPERSOFT,HUL,1.0,96.542,Qualifying,32.3,34.1,38.7,0.0,10.0,20.0,1.0,4.0,0.0,1.0,5.554,55,-0.3768000000000013,116.97346666666664,-0.3568775433485245,112.77687369014612,-0.035085004456328,104.40305692959
70,Abu Dhabi Grand Prix,21,2018,Renault,SUPERSOFT,SAI,2.0,96.982,Qualifying,28.32777777777778,30.81111111111112,59.93333333333333,0.0,11.0,6.0,2.0,1.0,38.0,18.0,5.554,55,-0.1303823529411762,108.02996078431372,-0.032142857142855,104.73379120879108,-0.035085004456328,104.40305692959
71,Abu Dhabi Grand Prix,21,2018,Renault,ULTRASOFT,SAI,1.0,96.982,Qualifying,31.978378378378387,33.524324324324326,42.29189189189189,0.081081081081081,11.0,6.0,1.0,1.0,1.0,37.0,5.554,55,-0.1303823529411762,108.02996078431372,-0.1720892307692313,109.55312307692314,-0.035085004456328,104.40305692959
72,Abu Dhabi Grand Prix,21,2018,Sauber,HYPERSOFT,LEC,1.0,96.237,Qualifying,32.55714285714286,34.51428571428572,37.785714285714285,0.0,8.0,7.0,1.0,4.0,1.0,7.0,5.554,55,-0.1303823529411762,108.02996078431372,-0.1720892307692313,109.55312307692314,-0.035085004456328,104.40305692959
73,Abu Dhabi Grand Prix,21,2018,Sauber,SUPERSOFT,ERI,1.0,97.132,Qualifying,32.93333333333334,34.34166666666667,37.225,0.0,12.0,18.0,1.0,1.0,1.0,24.0,5.554,55,-0.1303823529411762,108.02996078431372,-0.0885934065934061,108.75857142857144,-0.035085004456328,104.40305692959
74,Abu Dhabi Grand Prix,21,2018,Sauber,SUPERSOFT,LEC,2.0,96.237,Qualifying,30.51875,32.37708333333333,49.575,0.0625,8.0,7.0,2.0,1.0,8.0,48.0,5.554,55,-0.1303823529411762,108.02996078431372,-0.1141301721534271,109.12446783449109,-0.035085004456328,104.40305692959
75,Abu Dhabi Grand Prix,21,2018,Toro Rosso,SUPERSOFT,GAS,1.0,98.166,Qualifying,32.62413793103449,33.96551724137932,39.248275862068965,0.1034482758620689,17.0,16.0,1.0,1.0,1.0,29.0,5.554,55,-0.0489743589743582,107.64417948717954,-0.0438070175438607,108.04859649122812,-0.035085004456328,104.40305692959
76,Abu Dhabi Grand Prix,21,2018,Toro Rosso,SUPERSOFT,HAR,2.0,97.994,Qualifying,30.75192307692308,32.56923076923077,48.32692307692308,0.0576923076923076,16.0,12.0,2.0,3.0,3.0,52.0,5.554,55,-0.0489743589743582,107.64417948717954,-0.0708792847673763,109.02826732845156,-0.035085004456328,104.40305692959
77,Abu Dhabi Grand Prix,21,2018,Toro Rosso,ULTRASOFT,GAS,2.0,98.166,Qualifying,30.05882352941176,32.21176470588235,51.41764705882353,0.0,17.0,16.0,2.0,1.0,30.0,17.0,5.554,55,-0.0489743589743582,107.64417948717954,-0.2143437499999984,112.94031249999996,-0.035085004456328,104.40305692959
78,Abu Dhabi Grand Prix,21,2018,Toro Rosso,ULTRASOFT,HAR,1.0,97.994,Qualifying,32.3,34.1,38.7,0.0,16.0,12.0,1.0,1.0,1.0,1.0,5.554,55,-0.0489743589743582,107.64417948717954,-0.2143437499999984,112.94031249999996,-0.035085004456328,104.40305692959
79,Abu Dhabi Grand Prix,21,2018,Toro Rosso,ULTRASOFT,HAR,2.0,97.994,Qualifying,32.5,34.7,38.2,0.0,16.0,12.0,2.0,1.0,2.0,1.0,5.554,55,-0.0489743589743582,107.64417948717954,-0.0708792847673763,109.02826732845156,-0.1426115173836873,110.98428991422576
80,Abu Dhabi Grand Prix,21,2018,Williams,SUPERSOFT,SIR,1.0,98.635,Qualifying,32.08571428571429,33.58285714285714,41.81142857142857,0.0857142857142857,19.0,15.0,1.0,1.0,1.0,35.0,5.554,55,-0.1111875000000003,109.5427916666667,-0.0471531620553345,108.72743379446636,-0.1426115173836873,110.98428991422576
81,Abu Dhabi Grand Prix,21,2018,Williams,SUPERSOFT,STR,1.0,98.682,Qualifying,31.8725,33.467499999999994,42.83,0.075,20.0,13.0,1.0,1.0,1.0,40.0,5.554,55,-0.0755225225225223,108.5768018018018,-0.0911743842364549,109.08604729064042,-0.0691637731458947,108.9067405425534
82,Abu Dhabi Grand Prix,21,2018,Williams,ULTRASOFT,SIR,2.0,98.635,Qualifying,28.41578947368421,30.89473684210527,59.43684210526317,0.0,19.0,15.0,2.0,1.0,36.0,19.0,5.554,55,-0.1111875000000003,109.5427916666667,-0.1388835164835175,111.69977142857148,-0.0691637731458947,108.9067405425534
83,Abu Dhabi Grand Prix,21,2018,Williams,ULTRASOFT,STR,2.0,98.682,Qualifying,27.82857142857143,30.285714285714285,62.32857142857143,0.0,20.0,13.0,2.0,1.0,41.0,14.0,5.554,55,-0.0755225225225223,108.5768018018018,-0.1323666666666626,111.81582222222204,-0.1356250915750901,111.75779682539677
84,Abu Dhabi Grand Prix,21,2019,Alfa Romeo Racing,HARD,GIO,2.0,98.114,Qualifying,25.93333333333333,29.550000000000004,65.03888888888889,0.0,16.0,16.0,2.0,1.0,9.0,18.0,5.554,55,-0.0993897243107768,106.42547493734337,0.1948706293706285,102.82084731934734,0.058837682905329,104.5865378689938
