Unnamed: 0,EventName,RoundNumber,eventYear,Team,Compound,Driver,Stint,bestPreRaceTime,bestLapTimeIsFrom,meanAirTemp,meanTrackTemp,meanHumid,Rainfall,GridPosition,Position,raceStintsNums,TyreAge,lapNumberAtBeginingOfStint,StintLen,CircuitLength,designedLaps,fuel_slope,fuel_bias,deg_slope,deg_bias,lag_slope_mean,lag_bias_mean
1461,British Grand Prix,10,2021,AlphaTauri,HARD,TSU,3.0,88.043,Qualifying,29.8,49.20454545454545,37.18636363636363,0.0,16.0,10.0,3.0,1.0,31.0,22.0,5.891,52,-0.0774871794871784,95.98641025641024,-0.1433014705882363,98.76319117647066,-0.112502383645767,97.36945822559797
1462,British Grand Prix,10,2021,AlphaTauri,MEDIUM,GAS,1.0,87.273,Qualifying,29.05,51.7,38.95,0.0,11.0,11.0,1.0,1.0,1.0,2.0,5.891,52,-0.0774871794871784,95.98641025641024,-0.1433014705882363,98.76319117647066,-0.112502383645767,97.36945822559797
1463,British Grand Prix,10,2021,AlphaTauri,MEDIUM,GAS,2.0,87.273,Qualifying,29.76538461538461,50.48076923076923,36.65,0.0,11.0,11.0,2.0,3.0,3.0,26.0,5.891,52,-0.0774871794871784,95.98641025641024,-0.1529403508771915,96.47361754385965,-0.112502383645767,97.36945822559797
1464,British Grand Prix,10,2021,AlphaTauri,MEDIUM,TSU,1.0,88.043,Qualifying,29.05,51.7,38.95,0.0,16.0,10.0,1.0,1.0,1.0,2.0,5.891,52,-0.0774871794871784,95.98641025641024,-0.1529403508771915,96.47361754385965,-0.112502383645767,97.36945822559797
1465,British Grand Prix,10,2021,AlphaTauri,MEDIUM,TSU,2.0,88.043,Qualifying,29.76785714285714,50.425,36.72857142857142,0.0,16.0,10.0,2.0,3.0,3.0,28.0,5.891,52,-0.0774871794871784,95.98641025641024,-0.1516402597402596,96.69142943722944,-0.1522903053087256,96.58252349054452
1466,British Grand Prix,10,2021,AlphaTauri,SOFT,GAS,4.0,87.273,Qualifying,29.71666666666667,48.6,36.55,0.0,11.0,11.0,4.0,1.0,47.0,6.0,5.891,52,-0.0774871794871784,95.98641025641024,-0.1516402597402596,96.69142943722944,-0.1522903053087256,96.58252349054452
1467,British Grand Prix,10,2021,Alpine,HARD,ALO,3.0,87.245,Qualifying,29.807142857142853,49.31071428571427,37.29642857142857,0.0,7.0,7.0,3.0,1.0,25.0,28.0,5.891,52,-0.0774871794871784,95.98641025641024,-0.0796106719367582,95.98085968379443,-0.1522903053087256,96.58252349054452
1468,British Grand Prix,10,2021,Alpine,HARD,OCO,3.0,87.34,Qualifying,29.81818181818182,49.46060606060606,37.2030303030303,0.0,9.0,9.0,3.0,1.0,20.0,33.0,5.891,52,-0.0774871794871784,95.98641025641024,-0.0398245758073342,94.29877558839624,-0.0597176238720462,95.13981763609532
1469,British Grand Prix,10,2021,Alpine,MEDIUM,ALO,1.0,87.245,Qualifying,29.05,51.7,38.95,0.0,7.0,7.0,1.0,1.0,1.0,2.0,5.891,52,-0.0774871794871784,95.98641025641024,-0.0398245758073342,94.29877558839624,-0.0597176238720462,95.13981763609532
1470,British Grand Prix,10,2021,Alpine,MEDIUM,ALO,2.0,87.245,Qualifying,29.731818181818184,50.631818181818176,36.57272727272727,0.0,7.0,7.0,2.0,2.0,3.0,22.0,5.891,52,-0.0774871794871784,95.98641025641024,-0.1390985294117637,95.8542411764706,-0.0597176238720462,95.13981763609532
1471,British Grand Prix,10,2021,Alpine,MEDIUM,OCO,1.0,87.34,Qualifying,29.05,51.7,38.95,0.0,9.0,9.0,1.0,1.0,1.0,2.0,5.891,52,-0.0774871794871784,95.98641025641024,-0.1390985294117637,95.8542411764706,-0.0597176238720462,95.13981763609532
1472,British Grand Prix,10,2021,Alpine,MEDIUM,OCO,2.0,87.34,Qualifying,29.71764705882353,50.72941176470588,36.53529411764706,0.0,9.0,9.0,2.0,1.0,3.0,17.0,5.891,52,-0.0774871794871784,95.98641025641024,-0.0991545454545441,95.73376363636363,-0.1191265374331539,95.79400240641712
1473,British Grand Prix,10,2021,Aston Martin,HARD,STR,3.0,87.665,Qualifying,29.810344827586206,49.32758620689654,37.26896551724138,0.0,14.0,8.0,3.0,3.0,24.0,29.0,5.891,52,-0.0774871794871784,95.98641025641024,-0.0615973913043482,95.28358289855076,-0.1191265374331539,95.79400240641712
1474,British Grand Prix,10,2021,Aston Martin,HARD,VET,3.0,87.103,Qualifying,29.818181818181824,49.8,37.21363636363637,0.0,8.0,19.0,3.0,3.0,19.0,22.0,5.891,52,-0.0774871794871784,95.98641025641024,0.0015205882352926,93.39251764705888,-0.0300384015345277,94.33805027280482
1475,British Grand Prix,10,2021,Aston Martin,MEDIUM,STR,1.0,87.665,Qualifying,29.05,51.7,38.95,0.0,14.0,8.0,1.0,4.0,1.0,2.0,5.891,52,-0.0774871794871784,95.98641025641024,0.0015205882352926,93.39251764705888,-0.0300384015345277,94.33805027280482
1476,British Grand Prix,10,2021,Aston Martin,MEDIUM,STR,2.0,87.665,Qualifying,29.723809523809525,50.67142857142856,36.57619047619048,0.0,14.0,8.0,2.0,3.0,3.0,21.0,5.891,52,-0.0774871794871784,95.98641025641024,-0.1246468369123609,95.78999680789316,-0.0300384015345277,94.33805027280482
1477,British Grand Prix,10,2021,Aston Martin,MEDIUM,VET,1.0,87.103,Qualifying,29.05,51.7,38.95,0.0,8.0,19.0,1.0,4.0,1.0,2.0,5.891,52,-0.0774871794871784,95.98641025641024,-0.1246468369123609,95.78999680789316,-0.0300384015345277,94.33805027280482
1478,British Grand Prix,10,2021,Aston Martin,MEDIUM,VET,2.0,87.103,Qualifying,29.725,50.725,36.54375,0.0,8.0,19.0,2.0,6.0,3.0,16.0,5.891,52,-0.0774871794871784,95.98641025641024,-0.0431212121212073,95.14579393939384,-0.0838840245167841,95.4678953736435
1479,British Grand Prix,10,2021,Ferrari,HARD,LEC,3.0,86.828,Qualifying,29.8,49.29130434782608,37.23043478260869,0.0,4.0,2.0,3.0,1.0,30.0,23.0,5.891,52,-0.0774871794871784,95.98641025641024,-0.0149267285861704,92.01290368077052,-0.0304237990756941,91.82800981139977
1480,British Grand Prix,10,2021,Ferrari,HARD,SAI,3.0,86.848,Qualifying,29.8125,49.31666666666666,37.29583333333333,0.0,10.0,6.0,3.0,1.0,29.0,24.0,5.891,52,-0.0774871794871784,95.98641025641024,-0.0534631578947365,94.3076210526316,-0.0341949432404534,93.16026236670106
1481,British Grand Prix,10,2021,Ferrari,MEDIUM,LEC,1.0,86.828,Qualifying,29.0,51.650000000000006,38.9,0.0,4.0,2.0,1.0,1.0,1.0,2.0,5.891,52,-0.0774871794871784,95.98641025641024,-0.0534631578947365,94.3076210526316,-0.0341949432404534,93.16026236670106
1482,British Grand Prix,10,2021,Ferrari,MEDIUM,LEC,2.0,86.828,Qualifying,29.74444444444444,50.477777777777774,36.65925925925926,0.0,4.0,2.0,2.0,1.0,3.0,27.0,5.891,52,-0.0774871794871784,95.98641025641024,-0.0635935064935054,93.6271372294372,-0.0341949432404534,93.16026236670106
1483,British Grand Prix,10,2021,Ferrari,MEDIUM,SAI,1.0,86.848,Qualifying,29.05,51.7,38.95,0.0,10.0,6.0,1.0,1.0,1.0,2.0,5.891,52,-0.0774871794871784,95.98641025641024,-0.0635935064935054,93.6271372294372,-0.0341949432404534,93.16026236670106
1484,British Grand Prix,10,2021,Ferrari,MEDIUM,SAI,2.0,86.848,Qualifying,29.738461538461536,50.5076923076923,36.68076923076923,0.0,10.0,6.0,2.0,1.0,3.0,26.0,5.891,52,-0.0774871794871784,95.98641025641024,-0.1247180451127829,95.25229774436092,-0.0941557758031441,94.43971748689908
1485,British Grand Prix,10,2021,Haas F1 Team,HARD,MAZ,3.0,89.051,Qualifying,29.81538461538461,49.29999999999999,37.34230769230769,0.0,19.0,17.0,3.0,1.0,26.0,26.0,5.891,52,-0.1059696969696975,98.01881818181816,-0.1331093362282887,99.36147937344911,-0.0941557758031441,94.43971748689908
1486,British Grand Prix,10,2021,Haas F1 Team,HARD,MSC,3.0,88.738,Qualifying,29.807407407407407,49.3074074074074,37.34814814814815,0.0,18.0,18.0,3.0,1.0,25.0,27.0,5.891,52,-0.0668253968253959,97.6226190476191,-0.1344412429378539,99.3480378531074,-0.1337752895830713,99.35475861327824
1487,British Grand Prix,10,2021,Haas F1 Team,MEDIUM,MAZ,1.0,89.051,Qualifying,29.05,51.7,38.95,0.0,19.0,17.0,1.0,4.0,1.0,2.0,5.891,52,-0.0668253968253959,97.6226190476191,-0.1344412429378539,99.3480378531074,-0.1337752895830713,99.35475861327824
1488,British Grand Prix,10,2021,Haas F1 Team,MEDIUM,MAZ,2.0,89.051,Qualifying,29.74782608695652,50.54782608695652,36.49999999999999,0.0,19.0,17.0,2.0,4.0,3.0,23.0,5.891,52,-0.1059696969696975,98.01881818181816,-0.1032426470588217,97.79734558823527,-0.0843457773701432,97.4078702923558
1489,British Grand Prix,10,2021,Haas F1 Team,MEDIUM,MSC,1.0,88.738,Qualifying,29.05,51.7,38.95,0.0,18.0,18.0,1.0,4.0,1.0,2.0,5.891,52,-0.1059696969696975,98.01881818181816,-0.1032426470588217,97.79734558823527,-0.0843457773701432,97.4078702923558
1490,British Grand Prix,10,2021,Haas F1 Team,MEDIUM,MSC,2.0,88.738,Qualifying,29.745454545454542,50.595454545454544,36.46818181818182,0.0,18.0,18.0,2.0,2.0,3.0,22.0,5.891,52,-0.0668253968253959,97.6226190476191,-0.0764441176470603,97.3358147058824,-0.089843382352941,97.56658014705884
1491,British Grand Prix,10,2021,McLaren,HARD,NOR,3.0,86.897,Qualifying,29.816129032258065,49.43548387096773,37.148387096774194,0.0,5.0,4.0,3.0,1.0,22.0,31.0,5.891,52,-0.0668253968253959,97.6226190476191,-0.0168553846153843,92.73330769230763,-0.0532458741258738,93.4430629370629
1492,British Grand Prix,10,2021,McLaren,HARD,RIC,3.0,86.899,Qualifying,29.825,49.475,37.20625,0.0,6.0,5.0,3.0,1.0,21.0,32.0,5.891,52,-0.0668253968253959,97.6226190476191,-0.0530592185592192,94.30293182743183,-0.0349573015873017,93.51811975986972
1493,British Grand Prix,10,2021,McLaren,MEDIUM,NOR,1.0,86.897,Qualifying,29.0,51.650000000000006,38.9,0.0,5.0,4.0,1.0,1.0,1.0,2.0,5.891,52,-0.0668253968253959,97.6226190476191,-0.0530592185592192,94.30293182743183,-0.0349573015873017,93.51811975986972
1494,British Grand Prix,10,2021,McLaren,MEDIUM,NOR,2.0,86.897,Qualifying,29.71052631578948,50.7,36.53157894736842,0.0,5.0,4.0,2.0,3.0,3.0,19.0,5.891,52,-0.0668253968253959,97.6226190476191,-0.0831043956043949,94.1248186813187,-0.0728375381163336,93.76552452390544
1495,British Grand Prix,10,2021,McLaren,MEDIUM,RIC,1.0,86.899,Qualifying,29.0,51.650000000000006,38.9,0.0,6.0,5.0,1.0,1.0,1.0,2.0,5.891,52,-0.0668253968253959,97.6226190476191,-0.0831043956043949,94.1248186813187,-0.0728375381163336,93.76552452390544
1496,British Grand Prix,10,2021,McLaren,MEDIUM,RIC,2.0,86.899,Qualifying,29.71111111111111,50.727777777777774,36.5,0.0,6.0,5.0,2.0,3.0,3.0,18.0,5.891,52,-0.0668253968253959,97.6226190476191,-0.0184615384615384,93.98576923076924,-0.0507829670329666,94.05529395604395
1497,British Grand Prix,10,2021,Mercedes,HARD,BOT,3.0,86.328,Qualifying,29.82,49.42999999999999,37.11333333333334,0.0,3.0,3.0,3.0,1.0,23.0,30.0,5.891,52,-0.0668253968253959,97.6226190476191,-0.0433225080385853,93.11027009646304,-0.0507829670329666,94.05529395604395
1498,British Grand Prix,10,2021,Mercedes,HARD,HAM,3.0,86.023,Qualifying,29.784,49.332,37.228,0.0,2.0,1.0,3.0,1.0,28.0,25.0,5.891,52,-0.0668253968253959,97.6226190476191,-0.0806541353383455,93.97059248120296,-0.0619883216884654,93.540431288833
1499,British Grand Prix,10,2021,Mercedes,MEDIUM,BOT,1.0,86.328,Qualifying,29.0,51.650000000000006,38.9,0.0,3.0,3.0,1.0,2.0,1.0,2.0,5.891,52,-0.0668253968253959,97.6226190476191,-0.0806541353383455,93.97059248120296,-0.0619883216884654,93.540431288833
1500,British Grand Prix,10,2021,Mercedes,MEDIUM,BOT,2.0,86.328,Qualifying,29.7,50.68999999999999,36.505,0.0,3.0,3.0,2.0,1.0,3.0,20.0,5.891,52,-0.0668253968253959,97.6226190476191,-0.0947560439560462,94.29463516483516,-0.7263490616110955,116.63084083891536
1501,British Grand Prix,10,2021,Mercedes,MEDIUM,HAM,1.0,86.023,Qualifying,29.0,51.650000000000006,38.9,0.0,2.0,1.0,1.0,2.0,1.0,2.0,5.891,52,-0.0668253968253959,97.6226190476191,-0.0947560439560462,94.29463516483516,-0.7263490616110955,116.63084083891536
1502,British Grand Prix,10,2021,Mercedes,MEDIUM,HAM,2.0,86.023,Qualifying,29.74,50.532,36.62,0.0,2.0,1.0,2.0,1.0,3.0,25.0,5.891,52,-0.0668253968253959,97.6226190476191,-0.0514228070175431,93.46660701754384,-0.0730894254867947,93.88062109118952
1503,British Grand Prix,10,2021,Red Bull Racing,HARD,PER,3.0,86.813,Qualifying,29.05,51.7,38.95,0.0,0.0,16.0,3.0,1.0,1.0,2.0,5.891,52,-0.0668253968253959,97.6226190476191,-0.0514228070175431,93.46660701754384,-0.0730894254867947,93.88062109118952
1504,British Grand Prix,10,2021,Red Bull Racing,HARD,PER,4.0,86.813,Qualifying,29.725,50.725,36.54375,0.0,0.0,16.0,4.0,3.0,3.0,16.0,5.891,52,-0.0668253968253959,97.6226190476191,-0.0329515151515129,94.94124242424232,-0.0730894254867947,93.88062109118952
1505,British Grand Prix,10,2021,Red Bull Racing,MEDIUM,PER,5.0,86.813,Qualifying,29.830000000000005,49.84,37.245,0.0,0.0,16.0,5.0,1.0,19.0,20.0,5.891,52,-0.0668253968253959,97.6226190476191,0.0896178571428586,90.38228214285712,-0.0730894254867947,93.88062109118952
1506,British Grand Prix,10,2021,Red Bull Racing,MEDIUM,PER,6.0,86.813,Qualifying,29.81,49.24,37.08,0.0,0.0,16.0,6.0,1.0,39.0,10.0,5.891,52,-0.0668253968253959,97.6226190476191,0.1003000000000006,87.90979999999998,-0.0730894254867947,93.88062109118952
1507,British Grand Prix,10,2021,Red Bull Racing,MEDIUM,VER,1.0,86.209,Qualifying,29.0,51.6,38.5,0.0,1.0,20.0,1.0,1.0,0.0,1.0,5.891,52,-0.0668253968253959,97.6226190476191,0.1003000000000006,87.90979999999998,-0.0730894254867947,93.88062109118952
1508,British Grand Prix,10,2021,Red Bull Racing,SOFT,PER,7.0,86.813,Qualifying,29.766666666666666,48.5,36.46666666666666,0.0,0.0,16.0,7.0,4.0,49.0,3.0,5.891,52,-0.0668253968253959,97.6226190476191,0.1003000000000006,87.90979999999998,-0.0730894254867947,93.88062109118952
1509,British Grand Prix,10,2021,Williams,HARD,LAT,3.0,88.254,Qualifying,29.815625,49.478125,37.115625,0.0,17.0,14.0,3.0,1.0,20.0,32.0,5.891,52,-0.0668253968253959,97.6226190476191,-0.003991452991453,93.49565811965807,-0.0730894254867947,93.88062109118952
1510,British Grand Prix,10,2021,Williams,HARD,RUS,3.0,86.971,Qualifying,29.8,49.530303030303024,37.1030303030303,0.0,12.0,12.0,3.0,1.0,19.0,33.0,5.891,52,-0.0668253968253959,97.6226190476191,-0.0469537493158177,94.905679529283,-0.0254726011536354,94.20066882447054
1511,British Grand Prix,10,2021,Williams,MEDIUM,LAT,1.0,88.254,Qualifying,29.05,51.7,38.95,0.0,17.0,14.0,1.0,1.0,1.0,2.0,5.891,52,-0.0668253968253959,97.6226190476191,-0.0469537493158177,94.905679529283,-0.0254726011536354,94.20066882447054
1512,British Grand Prix,10,2021,Williams,MEDIUM,LAT,2.0,88.254,Qualifying,29.723529411764705,50.72941176470588,36.52352941176471,0.0,17.0,14.0,2.0,1.0,3.0,17.0,5.891,52,-0.0668253968253959,97.6226190476191,-0.1315999999999928,96.52383636363628,-0.0845246153846109,96.95755202797196
1513,British Grand Prix,10,2021,Williams,MEDIUM,RUS,1.0,86.971,Qualifying,29.05,51.7,38.95,0.0,12.0,12.0,1.0,1.0,1.0,2.0,5.891,52,-0.0668253968253959,97.6226190476191,-0.1315999999999928,96.52383636363628,-0.0845246153846109,96.95755202797196
1514,British Grand Prix,10,2021,Williams,MEDIUM,RUS,2.0,86.971,Qualifying,29.725,50.725,36.5625,0.0,12.0,12.0,2.0,1.0,3.0,16.0,5.891,52,-0.0668253968253959,97.6226190476191,-0.1730484848484789,97.02055757575744,-0.1523242424242359,96.77219696969686
1515,British Grand Prix,10,2022,Alfa Romeo,MEDIUM,BOT,1.0,101.396,Qualifying,17.6,28.1,65.0,0.0,12.0,17.0,1.0,1.0,1.0,1.0,5.891,52,-0.0668253968253959,97.6226190476191,-0.1730484848484789,97.02055757575744,-0.1523242424242359,96.77219696969686
1516,British Grand Prix,10,2022,Alfa Romeo,MEDIUM,BOT,2.0,101.396,Qualifying,18.53157894736842,32.421052631578945,55.63157894736842,0.0,12.0,17.0,2.0,1.0,2.0,19.0,5.891,52,-0.0668253968253959,97.6226190476191,-0.0323461538461543,95.87039743589744,-0.1523242424242359,96.77219696969686
1517,British Grand Prix,10,2022,Alfa Romeo,MEDIUM,ZHO,1.0,100.791,Qualifying,17.6,28.1,65.0,0.0,9.0,19.0,1.0,1.0,0.0,1.0,5.891,52,-0.0668253968253959,97.6226190476191,-0.0323461538461543,95.87039743589744,-0.1523242424242359,96.77219696969686
1518,British Grand Prix,10,2022,AlphaTauri,HARD,GAS,3.0,101.68,Qualifying,18.81,31.93,55.4,0.0,11.0,16.0,3.0,2.0,17.0,10.0,5.891,52,-0.0668253968253959,97.6226190476191,-0.1385000000000028,97.95240000000004,-0.1409007352941196,98.35779558823536
1519,British Grand Prix,10,2022,AlphaTauri,HARD,TSU,3.0,101.893,Qualifying,18.835,31.765000000000004,56.35,0.0,13.0,14.0,3.0,2.0,19.0,20.0,5.891,52,-0.0367226524685394,95.98304678928685,-0.0422439156300685,96.628949161709,-0.0903719578150357,97.29067458085451
1520,British Grand Prix,10,2022,AlphaTauri,MEDIUM,GAS,1.0,101.68,Qualifying,17.6,28.1,65.0,0.0,11.0,16.0,1.0,1.0,1.0,1.0,5.891,52,-0.0367226524685394,95.98304678928685,-0.0422439156300685,96.628949161709,-0.0903719578150357,97.29067458085451
1521,British Grand Prix,10,2022,AlphaTauri,MEDIUM,TSU,1.0,101.893,Qualifying,17.7,28.1,65.0,0.0,13.0,14.0,1.0,1.0,1.0,1.0,5.891,52,-0.0367226524685394,95.98304678928685,-0.0422439156300685,96.628949161709,-0.0903719578150357,97.29067458085451
1522,British Grand Prix,10,2022,AlphaTauri,SOFT,GAS,2.0,101.68,Qualifying,18.48666666666667,32.593333333333334,55.8,0.0,11.0,16.0,2.0,1.0,2.0,15.0,5.891,52,-0.0367226524685394,95.98304678928685,0.0057180851063845,95.54898404255322,-0.0903719578150357,97.29067458085451
1523,British Grand Prix,10,2022,AlphaTauri,SOFT,TSU,2.0,101.893,Qualifying,18.52941176470588,32.529411764705884,55.64705882352941,0.0,13.0,14.0,2.0,1.0,2.0,17.0,5.891,52,-0.0367226524685394,95.98304678928685,0.0929602040816308,94.88110000000005,0.0493391445940077,95.21504202127664
1524,British Grand Prix,10,2022,AlphaTauri,SOFT,TSU,4.0,101.893,Qualifying,18.000000000000004,29.12142857142857,61.285714285714285,0.0,13.0,14.0,4.0,1.0,39.0,14.0,5.891,52,-0.0367226524685394,95.98304678928685,-0.0508571428571356,96.5993571428568,0.0493391445940077,95.21504202127664
1525,British Grand Prix,10,2022,Alpine,HARD,ALO,3.0,101.598,Qualifying,18.6,30.700000000000003,58.16666666666666,0.0,7.0,5.0,3.0,1.0,34.0,6.0,5.891,52,-0.0367226524685394,95.98304678928685,-0.0508571428571356,96.5993571428568,0.0493391445940077,95.21504202127664
1526,British Grand Prix,10,2022,Alpine,HARD,OCO,3.0,101.73,Qualifying,18.90666666666667,32.06666666666666,56.13333333333333,0.0,15.0,15.0,3.0,1.0,23.0,15.0,5.891,52,-0.0367226524685394,95.98304678928685,-0.0839696969696981,96.7697757575758,0.0493391445940077,95.21504202127664
1527,British Grand Prix,10,2022,Alpine,MEDIUM,ALO,1.0,101.598,Qualifying,17.6,28.1,65.0,0.0,7.0,5.0,1.0,1.0,1.0,1.0,5.891,52,-0.0367226524685394,95.98304678928685,-0.0839696969696981,96.7697757575758,0.0493391445940077,95.21504202127664
1528,British Grand Prix,10,2022,Alpine,MEDIUM,ALO,2.0,101.598,Qualifying,18.703125,32.40625,55.84375,0.0,7.0,5.0,2.0,1.0,2.0,32.0,5.891,52,-0.0367226524685394,95.98304678928685,-0.0451148717948697,95.07735589743584,-0.0721347086247069,95.40555976689974
1529,British Grand Prix,10,2022,Alpine,MEDIUM,OCO,1.0,101.73,Qualifying,17.9,28.6,64.0,0.0,15.0,15.0,1.0,1.0,1.0,1.0,5.891,52,-0.0367226524685394,95.98304678928685,-0.0451148717948697,95.07735589743584,-0.0721347086247069,95.40555976689974
1530,British Grand Prix,10,2022,Alpine,SOFT,ALO,4.0,101.598,Qualifying,17.992307692307694,29.13846153846153,61.46153846153846,0.0,7.0,5.0,4.0,1.0,40.0,13.0,5.891,52,-0.0367226524685394,95.98304678928685,-0.053628571428577,94.67652380952411,-0.0721347086247069,95.40555976689974
1531,British Grand Prix,10,2022,Alpine,SOFT,OCO,2.0,101.73,Qualifying,18.56190476190476,32.32380952380953,55.66666666666666,0.0,15.0,15.0,2.0,1.0,2.0,21.0,5.891,52,-0.0367226524685394,95.98304678928685,-0.0574535714285727,96.04922976190478,-0.0721347086247069,95.40555976689974
1532,British Grand Prix,10,2022,Aston Martin,HARD,STR,3.0,103.43,Qualifying,18.784,31.74,56.32,0.0,20.0,11.0,3.0,2.0,16.0,25.0,5.891,52,-0.0367226524685394,95.98304678928685,-0.0682796697626418,96.40019091847265,-0.0333795407636746,94.89635428276576
1533,British Grand Prix,10,2022,Aston Martin,MEDIUM,STR,1.0,103.43,Qualifying,17.6,28.1,65.0,0.0,20.0,11.0,1.0,3.0,1.0,1.0,5.891,52,-0.0367226524685394,95.98304678928685,-0.0682796697626418,96.40019091847265,-0.0333795407636746,94.89635428276576
1534,British Grand Prix,10,2022,Aston Martin,MEDIUM,STR,2.0,103.43,Qualifying,18.492857142857144,32.614285714285714,55.85714285714285,0.0,20.0,11.0,2.0,3.0,2.0,14.0,5.891,52,-0.0367226524685394,95.98304678928685,0.0323095238095229,95.5803095238095,-0.0054058441558421,95.36305173160169
1535,British Grand Prix,10,2022,Aston Martin,MEDIUM,STR,4.0,103.43,Qualifying,17.958333333333332,29.016666666666666,61.5,0.0,20.0,11.0,4.0,4.0,41.0,12.0,5.891,52,-0.0367226524685394,95.98304678928685,-0.0090000000000031,93.81100000000018,-0.0054058441558421,95.36305173160169
1536,British Grand Prix,10,2022,Aston Martin,MEDIUM,VET,3.0,102.666,Qualifying,18.69393939393939,31.921212121212125,56.18181818181818,0.0,18.0,9.0,3.0,3.0,7.0,33.0,5.891,52,-0.0367226524685394,95.98304678928685,-0.0351214896214883,95.35123870573868,-0.0054058441558421,95.36305173160169
1537,British Grand Prix,10,2022,Aston Martin,MEDIUM,VET,4.0,102.666,Qualifying,17.97692307692308,29.1,61.53846153846154,0.0,18.0,9.0,4.0,3.0,40.0,13.0,5.891,52,-0.0367226524685394,95.98304678928685,-0.1184285714285731,98.7725238095239,-0.0637142857142881,96.29176190476204
1538,British Grand Prix,10,2022,Aston Martin,SOFT,VET,1.0,102.666,Qualifying,17.6,28.1,65.0,0.0,18.0,9.0,1.0,1.0,1.0,1.0,5.891,52,-0.0367226524685394,95.98304678928685,-0.1184285714285731,98.7725238095239,-0.0637142857142881,96.29176190476204
1539,British Grand Prix,10,2022,Aston Martin,SOFT,VET,2.0,102.666,Qualifying,18.68,33.14,56.2,0.0,18.0,9.0,2.0,1.0,2.0,5.0,5.891,52,-0.0367226524685394,95.98304678928685,-0.1184285714285731,98.7725238095239,-0.0637142857142881,96.29176190476204
1540,British Grand Prix,10,2022,Ferrari,HARD,LEC,3.0,99.846,Qualifying,18.44074074074074,30.61111111111111,58.92592592592592,0.0,3.0,4.0,3.0,1.0,26.0,27.0,5.891,52,-0.0367226524685394,95.98304678928685,0.006836430718776,91.7952123531019,-0.0233133635879802,93.05141670286676
1541,British Grand Prix,10,2022,Ferrari,HARD,SAI,3.0,100.19,Qualifying,18.85789473684211,31.873684210526324,56.36842105263158,0.0,1.0,1.0,3.0,1.0,21.0,19.0,5.891,52,-0.0367226524685394,95.98304678928685,-0.0366758241758253,93.72973626373626,-0.0149196967285246,92.76247430841909
1542,British Grand Prix,10,2022,Ferrari,MEDIUM,LEC,1.0,99.846,Qualifying,17.6,28.1,65.0,0.0,3.0,4.0,1.0,1.0,1.0,1.0,5.891,52,-0.0367226524685394,95.98304678928685,-0.0366758241758253,93.72973626373626,-0.0149196967285246,92.76247430841909
1543,British Grand Prix,10,2022,Ferrari,MEDIUM,LEC,2.0,99.846,Qualifying,18.59583333333333,32.24166666666667,55.708333333333336,0.0,3.0,4.0,2.0,1.0,2.0,24.0,5.891,52,-0.0367226524685394,95.98304678928685,-0.042954592363264,94.01123047815624,-0.0838363187380234,94.6317641112586
1544,British Grand Prix,10,2022,Ferrari,MEDIUM,SAI,1.0,100.19,Qualifying,17.6,28.1,65.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.891,52,-0.0367226524685394,95.98304678928685,-0.042954592363264,94.01123047815624,-0.0838363187380234,94.6317641112586
1545,British Grand Prix,10,2022,Ferrari,MEDIUM,SAI,2.0,100.19,Qualifying,18.536842105263155,32.44210526315789,55.78947368421053,0.0,1.0,1.0,2.0,1.0,2.0,19.0,5.891,52,-0.0367226524685394,95.98304678928685,-0.0600549450549446,94.4081978021978,-0.0515047687091043,94.20971414017704
1546,British Grand Prix,10,2022,Ferrari,SOFT,SAI,4.0,100.19,Qualifying,17.992307692307694,29.13846153846153,61.46153846153846,0.0,1.0,1.0,4.0,1.0,40.0,13.0,5.891,52,-0.0367226524685394,95.98304678928685,-0.0209142857142918,92.26909523809556,-0.0515047687091043,94.20971414017704
1547,British Grand Prix,10,2022,Haas F1 Team,HARD,MSC,3.0,102.708,Qualifying,18.84,31.77,56.4,0.0,19.0,8.0,3.0,1.0,20.0,20.0,5.891,52,-0.0726235106073814,95.98864530659692,-0.0653802197802212,96.263287912088,-0.0999107313590375,97.80566288259767
1548,British Grand Prix,10,2022,Haas F1 Team,MEDIUM,MAG,2.0,102.159,Qualifying,18.56190476190476,32.32380952380953,55.71428571428572,0.0,17.0,10.0,2.0,3.0,2.0,21.0,5.891,52,-0.0726235106073814,95.98864530659692,0.0011142857142845,95.49684761904764,-0.0376649159663879,96.41633116246504
1549,British Grand Prix,10,2022,Haas F1 Team,MEDIUM,MAG,3.0,102.159,Qualifying,18.476666666666667,30.656666666666663,58.66666666666666,0.0,17.0,10.0,3.0,1.0,23.0,30.0,5.891,52,-0.0726235106073814,95.98864530659692,-0.0642370892018782,96.35366431924884,-0.0376649159663879,96.41633116246504
1550,British Grand Prix,10,2022,Haas F1 Team,MEDIUM,MSC,1.0,102.708,Qualifying,17.6,28.1,65.0,0.0,19.0,8.0,1.0,3.0,1.0,1.0,5.891,52,-0.0726235106073814,95.98864530659692,-0.0642370892018782,96.35366431924884,-0.0376649159663879,96.41633116246504
